iter	Logloss
315	0.05059768626
316	0.05041260882
317	0.05019379279
318	0.04996968353
319	0.04979641971
320	0.04954640713
321	0.04938712375
322	0.04922883141
323	0.04908279442
324	0.04881197888
325	0.04853175285
326	0.04843133638
327	0.04822041507
328	0.04807875089
329	0.04791376045
330	0.04772516654
331	0.04751739395
332	0.04729314314
333	0.04708894363
334	0.04687511142
335	0.04676212058
336	0.04654641271
337	0.04640210739
338	0.04618848817
339	0.04602138633
340	0.04582701099
341	0.04565412809
342	0.04547082665
343	0.04525725524
344	0.04511740629
345	0.04496793964
346	0.04486270757
347	0.04463314799
348	0.04448206103
349	0.04424591489
350	0.04405074786
351	0.04388675897
352	0.0436853357
353	0.04351264543
354	0.04344905076
355	0.04324778945
356	0.04308000774
357	0.04292184
358	0.04276936096
359	0.04267418413
360	0.04252402411
361	0.04236061172
362	0.04216373418
363	0.04203302926
364	0.04187708623
365	0.04175041322
366	0.04155960437
367	0.04141743336
368	0.04126746331
369	0.04112281246
370	0.0409453576
371	0.04080786042
372	0.04064940587
373	0.04050488671
374	0.04033645484
375	0.04017247831
376	0.04009040087
377	0.03992845483
378	0.03979319393
379	0.03961592791
380	0.03949370119
381	0.03936797204
382	0.03919573538
383	0.03910997707
384	0.03900377661
385	0.03884916699
386	0.03867866718
387	0.03855228311
388	0.03850209906
389	0.03837395252
390	0.03820729872
391	0.03812280624
392	0.03795555433
393	0.03779161697
394	0.03763475111
395	0.03748136247
396	0.03738297507
397	0.03728668542
398	0.037200477
399	0.03712467382
400	0.03705098169
401	0.03690113309
402	0.03677611299
403	0.03661691473
404	0.03647219893
405	0.03633230966
406	0.03616894156
407	0.03602516587
408	0.03583538134
409	0.03573912831
410	0.03559180862
411	0.03546602557
412	0.03535677429
413	0.035214077
414	0.03509875365
415	0.03499734864
416	0.03482857413
417	0.03474369369
418	0.03463110407
419	0.03450599031
420	0.03439169449
421	0.03426533571
422	0.03418646494
423	0.03406634026
424	0.03396506136
425	0.0338088416
426	0.03368015093
427	0.03356400204
428	0.03345118644
429	0.03334494276
430	0.03326683369
431	0.03311742913
432	0.03301436101
433	0.03288126404
434	0.03277471434
435	0.03267318095
436	0.03254122262
437	0.03239971473
438	0.03228687106
439	0.03218939259
440	0.03211066404
441	0.03195719076
442	0.03185490942
443	0.0317420329
444	0.03166082086
445	0.03159942565
446	0.03150362484
447	0.03138259065
448	0.03127598393
449	0.03118768111
450	0.03108742138
451	0.03102284865
452	0.03093166409
453	0.0308223908
454	0.03070215327
455	0.03057172482
456	0.03047042833
457	0.03038542393
458	0.03032169062
459	0.03023728138
460	0.03009406202
461	0.02996053761
462	0.02988143453
463	0.02978522092
464	0.02972917599
465	0.02964871315
466	0.0295668417
467	0.02952053501
468	0.02944764672
469	0.02938297579
470	0.02928620185
471	0.02919646306
472	0.02909840856
473	0.02902907632
474	0.02891966757
475	0.02882070473
476	0.02872270545
477	0.02866953115
478	0.02859916769
479	0.02852343775
480	0.0284379439
481	0.02835977934
482	0.02828610786
483	0.02818387993
484	0.02812049167
485	0.027992226
486	0.02790558399
487	0.02781259203
488	0.02775617116
489	0.02768275867
490	0.02758332855
491	0.02751343631
492	0.02742090298
493	0.0273453422
494	0.02726406318
495	0.02719094906
496	0.0271246533
497	0.02704083339
498	0.02693562665
499	0.02688072674
500	0.02682870823
501	0.02671427089
502	0.02666677868
503	0.02656041972
504	0.02646681564
505	0.02642011046
506	0.02634811911
507	0.02626131059
508	0.02620352309
509	0.02611228154
510	0.02605601032
511	0.02597752692
512	0.02590638526
513	0.02583539901
514	0.02575716929
515	0.02568323932
516	0.02560378473
517	0.02553239084
518	0.02546953947
519	0.02537660819
520	0.02529654545
521	0.02522536666
522	0.02516816109
523	0.02510267106
524	0.02501648979
525	0.02496033201
526	0.02485127388
527	0.02474664519
528	0.02468139444
529	0.02459774138
530	0.02451852579
531	0.02445109418
532	0.02437574217
533	0.0243093725
534	0.02424183061
535	0.0241797175
536	0.02412282359
537	0.02404221443
538	0.02397196303
539	0.02390163735
540	0.02384405538
541	0.02376029573
542	0.02370610217
543	0.02363232594
544	0.02356005418
545	0.02352240807
546	0.02348046027
547	0.02340132249
548	0.02331227644
549	0.0232349676
550	0.02317517891
551	0.02313228866
552	0.02309850024
553	0.02304259802
554	0.02298609145
555	0.02294081137
556	0.02287382106
557	0.02282111658
558	0.02275141044
559	0.02268239369
560	0.02262535507
561	0.02257327246
562	0.02253042936
563	0.02247788811
564	0.02242791232
565	0.02236840905
566	0.02229608343
567	0.02225122368
568	0.02216995335
569	0.02210170393
570	0.02204260975
571	0.02198707235
572	0.02192558855
573	0.02186600702
574	0.02180947789
575	0.02174338596
576	0.02167880741
577	0.0216179509
578	0.02155420156
579	0.02150660013
580	0.02144334985
581	0.02139373451
582	0.02135329163
583	0.02127518429
584	0.02124534
585	0.02119089336
586	0.0211325287
587	0.02108673403
588	0.02100787885
589	0.02096760919
590	0.0209083233
591	0.02083125731
592	0.02077659101
593	0.02074023515
594	0.02070293928
595	0.02067494958
596	0.02063406908
597	0.02058369294
598	0.02054807286
599	0.02049918047
600	0.02043258399
601	0.02039378117
602	0.02033215057
603	0.02027598629
604	0.02020176833
605	0.02017230995
606	0.02013139618
607	0.02007459253
608	0.02003996381
609	0.01999533028
610	0.01994577236
611	0.01990280362
612	0.01984867454
613	0.01980321372
614	0.01974943731
615	0.01970685442
616	0.01965785325
617	0.01958619588
618	0.01954237022
619	0.01950147231
620	0.01945442516
621	0.01941618965
622	0.01935855425
623	0.0193147304
624	0.01926907976
625	0.01922628459
626	0.01917062379
627	0.01913148191
628	0.01908618524
629	0.01905247484
630	0.01897932146
631	0.01892456651
632	0.01886217912
633	0.01881568205
634	0.01875805684
635	0.01871322026
636	0.01867871965
637	0.01862479172
638	0.01858821542
639	0.018553097
640	0.01850811202
641	0.01846759861
642	0.01842229335
643	0.01838107276
644	0.0183234669
645	0.01827207964
646	0.01821939651
647	0.01818678832
648	0.01815444326
649	0.01811645371
650	0.01805606195
651	0.01803288002
652	0.01798837127
653	0.01795348657
654	0.01791874606
655	0.01788240833
656	0.01783248276
657	0.01779950621
658	0.01776227059
659	0.01773297816
660	0.01769034737
661	0.01764708937
662	0.01761628697
663	0.01756932879
664	0.01753974742
665	0.01749571635
666	0.01744700985
667	0.01739701015
668	0.01733683689
669	0.01730906452
670	0.01726830619
671	0.01722259655
672	0.01719491673
673	0.01714485187
674	0.01710742362
675	0.01707605166
676	0.01702092234
677	0.01698144813
678	0.01693545637
679	0.01689358439
680	0.01686035914
681	0.01683723437
682	0.01680444813
683	0.01677265522
684	0.01673534181
685	0.01670324696
686	0.0166645381
687	0.01662340868
688	0.01658458299
689	0.01653242736
690	0.01649640585
691	0.01647078129
692	0.01642952283
693	0.01638922496
694	0.01634699962
695	0.01630593437
696	0.01628791927
697	0.01625464248
698	0.0162133445
699	0.01617831397
700	0.01614383624
701	0.01611263901
702	0.01606288799
703	0.01601673424
704	0.01599998893
705	0.01595653693
706	0.01591076032
707	0.01588006092
708	0.01584245998
709	0.01581739185
710	0.01576728041
711	0.01572113673
712	0.01569530944
713	0.01566416705
714	0.01562590408
715	0.01559891776
716	0.01555307378
717	0.01552969193
718	0.0155017207
719	0.01546488439
720	0.01543122568
721	0.01539204411
722	0.01535525342
723	0.0153357632
724	0.0153125154
725	0.01528168497
726	0.01525803268
727	0.01522683659
728	0.01520025986
729	0.01514978258
730	0.01512715642
731	0.01509595953
732	0.01506454528
733	0.01504632098
734	0.01501435109
735	0.0149872128
736	0.01495545317
737	0.01492667081
738	0.01489417142
739	0.01486082773
740	0.01482802348
741	0.01478709892
742	0.01475788779
743	0.01472614171
744	0.01469530809
745	0.01465462735
746	0.01463110064
747	0.01459372136
748	0.01455971257
749	0.01452955569
750	0.01448609043
751	0.01446169179
752	0.0144405133
753	0.01442415768
754	0.01439102072
755	0.01436018727
756	0.01433797464
757	0.01429905076
758	0.01426077848
759	0.01422932138
760	0.01420701573
761	0.01416777138
762	0.0141365693
763	0.01411550727
764	0.01409582806
765	0.01406682622
766	0.01403905289
767	0.01400520761
768	0.0139824198
769	0.01395301209
770	0.01393031852
771	0.01391386775
772	0.0138627637
773	0.01381931251
774	0.01379719871
775	0.01377510522
776	0.01376400404
777	0.0137254201
778	0.01368947176
779	0.01366919689
780	0.01363931532
781	0.01360566642
782	0.01357720014
783	0.01354274646
784	0.01351541887
785	0.01348571605
786	0.01345180062
787	0.01342976849
788	0.01340649116
789	0.01338543147
790	0.01335640463
791	0.01333683646
792	0.01331336198
793	0.01329436848
794	0.01327294161
795	0.01323217389
796	0.01320862661
797	0.0131836035
798	0.01315761829
799	0.01314033143
800	0.01310388459
801	0.01306281718
802	0.01303285572
803	0.01300471146
804	0.01296941169
805	0.01294477993
806	0.01291990161
807	0.01289221485
808	0.01286463148
809	0.01283139331
810	0.01279422692
811	0.01276462043
812	0.01274721441
813	0.01272751962
814	0.01270739874
815	0.01268009566
816	0.01264813153
817	0.0126213122
818	0.01258954086
819	0.01256870257
820	0.01255146249
821	0.01252802325
822	0.01248947288
823	0.01243752576
824	0.01241184215
825	0.01238817781
826	0.01234801273
827	0.01231765686
828	0.01229470704
829	0.01226341513
830	0.01224736001
831	0.012214993
832	0.01219323604
833	0.01217011441
834	0.01214860813
835	0.01211126466
836	0.01208547772
837	0.01207049435
838	0.01204820585
839	0.01202134037
840	0.01200839376
841	0.01198367619
842	0.01195546101
843	0.01193054444
844	0.01189676639
845	0.0118698895
846	0.01186375604
847	0.0118453968
848	0.01182368244
849	0.01180230081
850	0.01177039979
851	0.01175338614
852	0.01174315236
853	0.01172115481
854	0.01170543001
855	0.01168216751
856	0.01166450877
857	0.01163698484
858	0.01160902579
859	0.0115951114
860	0.01157092566
861	0.01154494785
862	0.01152081709
863	0.01150028966
864	0.01148747936
865	0.01146692203
866	0.01143970973
867	0.01141189979
868	0.01138825723
869	0.0113562434
870	0.01134128346
871	0.01131591336
872	0.01129409942
873	0.0112845652
874	0.01126246424
875	0.01123328529
876	0.01120035672
877	0.01118112366
878	0.01115202793
879	0.01112756841
880	0.01111191956
881	0.01107696982
882	0.01105495415
883	0.01103752809
884	0.01101655552
885	0.01099475654
886	0.01097580334
887	0.01095757606
888	0.01093950269
889	0.01091576783
890	0.01089800742
891	0.01087676283
892	0.01086076453
893	0.01083874885
894	0.01081266103
895	0.01078405763
896	0.01076483803
897	0.01074223689
898	0.01072872372
899	0.01070709474
900	0.01067800575
901	0.01066197543
902	0.01063517537
903	0.01060938598
904	0.01057612432
905	0.01056013792
906	0.01054524784
907	0.01052837947
908	0.01050085811
909	0.01046709813
910	0.01044294425
911	0.01042385725
912	0.01040122643
913	0.01038210234
914	0.01035628885
915	0.01033744125
916	0.01031563315
917	0.01029588686
918	0.01028194625
919	0.01026292673
920	0.01023888975
921	0.01022320948
922	0.01020399136
923	0.01018696786
924	0.01016870492
925	0.01015544884
926	0.0101378891
927	0.01012700421
928	0.01011153557
929	0.01009473272
930	0.01007467349
931	0.01005826926
932	0.01003622003
933	0.0100209814
934	0.009996910494
935	0.009980396236
936	0.0099658252
937	0.009944565342
938	0.009932293352
939	0.009912025332
940	0.009890105425
941	0.009871791069
942	0.009845994178
943	0.009828593422
944	0.009806387149
945	0.009789449362
946	0.009767829014
947	0.009749182648
948	0.009737467375
949	0.009716087
950	0.009689843935
951	0.009670029758
952	0.009656941948
953	0.009644820425
954	0.009628291961
955	0.009608521088
956	0.009603236555
957	0.009587620096
958	0.009571615431
959	0.009557611058
960	0.009541679413
961	0.009520426741
962	0.009500098867
963	0.009473653268
964	0.009457441662
965	0.009434891547
966	0.009425928989
967	0.00940676799
968	0.009395423745
969	0.009373186451
970	0.009350717615
971	0.00932856693
972	0.009307366484
973	0.009287365267
974	0.009275279782
975	0.009260682133
976	0.009242927063
977	0.009228718135
978	0.009216548642
979	0.009197838337
980	0.009184347585
981	0.009158398755
982	0.009144017424
983	0.009132893445
984	0.009113987543
985	0.009101969409
986	0.009076708251
987	0.009061211958
988	0.009049808569
989	0.009030075478
990	0.00902129841
991	0.009007245347
992	0.008992302966
993	0.008973864836
994	0.008959534815
995	0.008944713603
996	0.008930064932
997	0.00891832111
998	0.008900770695
999	0.008880633412
